분류,상세설명,여행지,장소,전화번호,주소,Latitude,Longitude
"여행,명소 > 거리,골목",,대구남구,앞산카페거리,,대구광역시 남구 대명로 141 안지랑역지번대구광역시 남구 대명동 1291,35.839233,128.573886
"여행,명소 > 테마공원",연중무휴,대구남구,공룡공원,053-664-2174,대구광역시 남구 봉덕동 1581-108,35.8166028,128.5942846
"여행,명소 > 테마파크",이월드 스카이드롭극강의 스릴! 고공 심장 충격기! 스카이드롭이월드의 치트키! 사전공개!역대 최고 높이! 103M이월드 뿐만 아니라 대구 시내가 훤히 내다보이는 거 실화밤에는 반짝반짝 빛나는 스카이드롭!아름다운 이월드 야경 속 랜드마크심장아! 조금만 힘을 내!고공 심장 충격기! 살 떨리는 수직낙하!,대구달서구,이월드,053-620-0001,대구광역시 달서구 두류공원로 200지번대구광역시 달서구 두류동 산302-11,35.8540248,128.5634167
"여행,명소 > 도시,테마공원","넓이는 4만 163㎡로 2000년 4월에 개원되었다. 복숭아나무 등 40종 21,922본의 향토 수종이 식재되어 주변 자연경관과 조화를 이루고 있다. 특히 장미가 많아 봄이면 장미축제가 열리기도 한다. 공원 내에 동요 작곡가 박태준의 흉상이 세워져 있다. 다목적운동장과 롤러스케이트장·게이트볼장·농구장 등의 운동시설이 있으며, 파고라와 벤치 등의 편의시설이 설치되어 있다. 이밖에도 여러 종류의 체력단련 시설과 어린이 놀이터·자전거 전용도로 등이 있다. 삼필산과 연결되는 다리와 못뚝간을 연결하는 아치교를 설치하였다. 삼필산까지 2km의 산책로가 조성되어 등산은 물론 가족 단위 나들이와 연인들의 데이트 장소로 많이 이용되고 있다.지식백과",대구달서구,월광수변공원,053-667-2851,대구광역시 달서구 도원동 952,35.7981316,128.5472838
"여행,명소 > 식물원,수목원","쓰레기 매립장을 생태적 식물공간으로 복원하여 시민들의 자연탐구와 식물 학습공간으로 이용하고, 향토 식물자원 보전 및 종의 다양성을 확보하는 기지로 제공하고자 조성하였다. 1998년 12월 조성공사에 착수하여 2002년 5월 개원하였다.연면적은 24만 4630㎡이며, 화목원·약초원·야생초화원·침활엽수원·습지원·수생식물원·약용식물원·무궁화원·유실수원·염료식물원·철쭉원·방향식물원·괴석원·죽림원·생태천이관찰원·잔디광장 등 21개의 주제로 꾸며진 전문 수목원이 있다. 보유 식물은 초본류 1300종 27만 포기, 목본류 450종 8만 그루 등 총 1750종 35만 본의 식물이 전시되어 있다. 이밖에 시민들의 자연학습장인 산림문화전시관이 있다. 지상 2층 연면적 1650㎡인 전시관의 1층은 비지터센터·제1전시실·체험학습실, 2층은 제2전시실·기획전시실이다. 대구광역시 달서구 대곡동 284번지에 있다.지식백과",대구달서구,대구수목원,053-803-7270,대구광역시 달서구 화암로 342 대구수목원관리사무소지번대구광역시 달서구 대곡동 284,35.7989375,128.5236875
"여행,명소 > 온천,스파","대구의 대표 브랜드 리얼 힐링 스파 엘리바덴!유황온천으로 즐기는 도심 속 프리미엄 테마파크, 엘리바덴 상인점",대구달서구,엘리바덴 상인점,053-644-7000,대구광역시 달서구 상인서로 8-6지번대구광역시 달서구 상인동 1558,35.8120458,128.547931
"여행,명소 > 전망대","두류산 정상 부근에 위치한 전파 송출용 탑으로 1992년 완공되었다. 83타워는 대구 전경이 한눈에 바라다 보이는 전망대와 , 78층에서 즐기는 지상 최고의 만찬 83그릴바이애슐리, 푸드폴리탄, 애슐리W, 리미니가든, 아이스링크, 매직아트(착시사진전시 체험관), VR체험장 등 즐길거리, 놀거리, 볼거리, 먹거리로 가득찬 대구의 랜드마크 입니다.",대구달서구,83타워,053-620-0114,대구광역시 달서구 두류공원로 200지번대구광역시 달서구 두류동,35.8534682,128.5639178
"자연명소 > 휴양림,산림욕장",세스코의 해충 방제솔루션으로 특별 관리하여고객에게 위생에 대한 믿음과 안심을 약속하는 사업장 입니다.,대구달성군,화원자연휴양림,053-659-4455,대구광역시 달성군 화원읍 화원휴양림길 126 꽃창포동지번대구광역시 달성군 화원읍 본리리 산129,35.7717328,128.5366026
"여행,명소 > 유원지","면적 약 5만여 평. 중구(中區) 남서쪽 15 km 부근에 있다. 낙동강의 푸른 물과 백사장, 그리고 깎아지른 절벽 등이 조화를 이룬다. 성산에는 신라 선덕왕이 축조한 토성이 있는데, 그 모양이 잔[杯]과 같다 하여 배성(杯城) 또는 잔뫼라고도 하며 신라군의 무기고와 군량창고가 있었고 조선시대에는 봉수대가 있었다. 본래는 신라 경덕왕이 이곳의 경치를 사랑하여 상화대(賞花臺)라고 명명했다고도 한다. 지금 상화대 위에는 팔각정이 있어 전망대의 역할을 하며, 6,000여 평의 수영장, 1만여 평의 잔디밭, 주차장, 도산서원(陶山書院)에서 옮겨온 한옥 2채, 수목 1만 2000그루 등이 조성되어 있으며 동물원도 설치되어 있다. 유원지로 개발된 것은 1928년, 찾는 이가 많아 일제강점기 말기까지 번창하다가 8 ·15광복 후에는 관리부재(管理不在) 상태로 한동안 쇠미했었다.지식백과",대구달성군,화원유원지,053-659-4465,대구광역시 달성군 화원읍 사문진로1길 40-14지번대구광역시 달성군 화원읍 성산리 310,35.8129354,128.4810178
"자연명소 > 휴양림,산림욕장","1996년에 개장하였으며 구역면적은 341만㎡, 1일 수용인원은 3,000명이다. 대구광역시 달성군청에서 관리한다. 해발 1,058m의 조화봉을 중심으로 1,084m의 대견봉, 989m의 관기봉을 좌우에 거느린 휴양림으로 산 중간 능선까지는 주로 침엽수립이 울창하게 숲을 이루고 있으며, 상부 능선까지는 기암괴석과 단풍이 절경을 이룬다. 봄철의 진달래와 여름 안개, 겨울 얼음도 장관이다. 능선 정상의 비교적 완만한 부분에 참억새가 군락을 이루고 있으며, 자연 경관 그대로인 수백 개의 커다란 바위가 군락을 이룬 바위마당이 있다. 휴양에 숲속의 집과 야영장, 야외강당, 연못, 청소년수련장, 체력단련장, 잔디광장, 사진촬영소, 어린이놀이터, 폭포샤워장, 물놀이터, 삼림욕장 등과 자연석들이 널려 있는 산책로인 탐석로가 있다. 주변에 비슬산 대견봉 아래 신라시대 사찰 유가사와 도성암과 휴양림 입구에 고찰 소재사, 화원유원지, 합천호, 봉황사, 대견사지 삼층석탑, 청도온천, 상대온천, 진흥왕순수비, 고려오층석탑 등의 관광지가 있다.지식백과",대구달성군,비슬산자연휴양림,053-659-4400,대구광역시 달성군 유가읍 용리 산10,35.689999,128.5128966
"여행,명소 > 유원지","자연 속에 위치한 참여형 스토리텔링 에코테마파크, 대구숲!산책과 휴식 그리고 놀이까지 가능한 거대한 숲에서 잊지못할 추억을 만들어보세요※ 연중무휴, 주차가능, 대형버스주차가능",대구달성군,에코테마파크 대구숲,053-761-7400,대구광역시 달성군 가창면 가창로 1003지번대구광역시 달성군 가창면 용계리 534-1,35.7929375,128.6264375
"레저,테마 > 워터파크","26m 높이의 스피드 슬라이드와 허리케인, 부메랑&슈퍼볼 등 다양한 어트랙션과 파도풀, 유수풀로 구성된 야외시설,100% 약알카리육각온천수를 사용하는 온천, 찜질방, 한방바데풀 등으로 구성된 실내시설이 함께 하는신개념 사계절 워터파크와 12만평 부지의 식물원 내 초대형 글라스 하우스 동물원과 방사형 야외 동물원으로 구성되고 50여종,300마리이상의 동물, 350여종의 수목,100여종 이상의 다양한 꽃들이 공존하는 전국 최초 100%리얼 자연 교감형 생태동물원 네이처파크입니다.",대구달성군,스파밸리,1688-8511,대구광역시 달성군 가창면 가창로 891지번대구광역시 달성군 가창면 냉천리 27-9,35.7882801,128.6352517
"여행,명소 > 유원지",,대구동구,동촌유원지,053-662-2865,대구광역시 동구 효동로2길 72지번대구광역시 동구 효목동 산234-28,35.878211,128.6544215
"관람,체험 > 아쿠아리움","매일매일 색다른 즐거움! 대구아쿠아리움! Grand Open!체험과 축제의 대구아쿠아리움!8가지 공연과 10여개의 체험까지!국가대표급 실력을 보유한 2팀의 전속 수중 공연단이 매일 펼치는 수중 공연 '푸른 바다의 인어'와, 대구 최초로 선보이는 훔볼트 펭귄, 귀여운 장난꾸러기 수달과 교감하는 생태설명회 및 먹이주기 체험, 전 세계적으로 희귀한 바닷속 대식가 매너티 등 일 평균 30회 이상 선보이는 다양한 체험과 볼거리를 놓치지 마세요!또 물 위를 걸으며 수조를 내려다 볼 수 있는 '대구 바다 구름다리', 돔 형태의 파노라마 수조로 감상하는 전갱이들의 은빛 물결 '천장 수조', 화려한 조명과 거울이 만나 몽환적인 '바다 미로 수조' 까지! 다채로운 공연과 즐거운 체험이 가득한  대구아쿠아리움이 여러분을 기다립니다!",대구동구,대구아쿠아리움,053-247-8899,대구광역시 동구 동부로 149 신세계백화점 대구점 9층지번대구광역시 동구 신천동 1506,35.8777868,128.6285734
"여행,명소 > 도시,테마공원","면적은 약 7만 6179㎡이다. 임진왜란 때 전국 최초로 의병을 일으키고 경상도 여러 곳에 신출귀몰하면서 왜적을 무찌른 의병장이자 경상도 방어사, 함경도 관찰사 등을 역임한 홍의장군 곽재우(郭再祐)의 공을 기리기 위해 조성하였다. 공원의 이름은 그의 호인 망우당(忘憂堂)에서 따왔다. 공원 안에는 말을 타고 장검을 찬 곽재우의 동상이 서 있고, 동상 부근에 그의 유품을 보관하고 있는 망우당기념관이 있다. 하얀 성벽 위로 보이는 누각은 영남제일관인데, 조선시대에 축조한 대구읍성의 남문으로 일제강점기에 철거된 것을 1980년 이곳에 옮겨 중건한 것이다. 이 지방 독립운동의 산실이었던 조양회관은 1922년에 붉은 벽돌로 지은 2층 건물로, 일제강점기에 청년들의 민족의식을 일깨우던 공간으로 이용되었다. 조양(朝陽)이라는 이름에는 조선의 빛이라는 뜻이 담겨 있다. 이 회관에는 독립운동과 항일투쟁사에 관한 각종 사진과 유품이 전시되어 있다. 많은 사적과 함께 백일홍·목련·은사시나무 등의 수목과 화초가 작은 숲을 이루며 아름답게 단장되어 있다. 뒤쪽 절벽 아래로 금호강(琴湖江)이 흐른다.지식백과",대구동구,망우공원,,대구광역시 동구 효목동 산234-35,35.877616,128.6569106
종교 > 불교,"493년(신라 소지왕 15) 극달(極達)이 세운 유가사(瑜伽寺)를 832년(흥덕왕 7)에 심지왕사(心地王師)가 중건(重建)할 때 사찰 주변에 오동나무 꽃이 만발하여 있어 동화사라 개칭하였다고 전한다. 그후 여러 차례 중창(重創)을 거쳐 오늘에 이르고 있다.경내에는 1732년 8번째 중건한 대웅전·극락전을 비롯하여 연경전(蓮經殿)·천태각(天台閣) 등 20여 채의 큰 규모의 건물이 있고, 당간지주(幢竿支柱)·비로암(毘盧庵) 3층석탑·동화사 입구 마애불좌상(磨崖佛坐像)·비로암 석조비로자나불좌상(石造毘盧遮那佛坐像)·금당암(金堂庵) 3층석탑·석조부도군(石造浮屠群) 등 보물 6점이 있다. 이밖에도 홍진국존진응탑비(弘眞國尊眞應塔碑) 등이 있다. 이곳에 1992년에는 높이 30m나 되는 석불인 약사대불(藥師大佛)이 조성되었다.지식백과",대구동구,대구동화사,053-980-7900,대구광역시 동구 동화사1길 1지번대구광역시 동구 도학동 35,35.9930621,128.7041815
"여행,명소 > 도시,테마공원","대구 팔공산 자락에 조성된 레포츠공원으로, 1992년 10월 개원하였다. 공원 면적은 4만 5,946㎡이다. 족구장·농구장·배드민턴장·테니스장·롤러스케이트장·씨름장·체력단련장 등의 각종 체육시설과 야외공연장·야영장·나비생태원·나비생태학습관을 비롯하여 수상스포츠를 즐길 수 있는 저수지인 단산지(丹山池)와 어린이놀이터, 녹지공간이 잘 어우러져 있다. 단산지를 한 바퀴 도는 코스의 길이 3.9km, 폭 0.5~1m의 산책로와 단산지에서부터 산길을 올라 강동산불초소·감태봉·구절송·강동약수터·전망대를 거친 후 나비생태원으로 돌아오는 길이 7km의 산책로가 조성되어 있다. 단산지(단산저수지)는 대구 지역 수상레포츠 마니아들이 가장 많이 찾는 곳으로, 수상스키·웨이크보드·바나나보트·플라잉피시·수상자전거 등 13종류의 수상레포츠를 즐길 수 있으며, 초보자들은 수상스키와 웨이크보드 강습을 받을 수 있다. 2002년 개장한 나비생태원은 지상 1층, 면적 265㎡ 규모이다. 각종 초화류와 나무, 분수와 작은 물길을 만들어 애벌레와 나비가 서식할 수 있는 환경을 만들어 놓아 살아 있는 나비와 애벌레를 생생하게 관찰할 수 있다. 또 나비가 알에서 번데기, 성충으로 변해가는 과정을 관찰하는 면적 162.74㎡의 나비사육장과 나비의 일생 및 환경 관련 영상물을 대형화면으로 감상하는 영상관도 있다. 나비생태원 서쪽에는 2005년 7월 개관한 지상 2층, 면적 413.59㎡ 규모의 나비생태학습관이 자리 잡고 있는데 이곳에서는 우리나라에 서식하는 대부분의 나비와 외국의 나비 등 300여 종 1,100여 개체의 나비 표본을 전시한다. 공원 진입로의 메타세쿼이아 가로수길을 비롯해 6개 품종, 1만 5,000여 그루의 무궁화를 식재한 무궁화동산이 조성되어 있고, 산책로 곳곳에 8,000여 본의 야생화와 야생초를 심었다. 봉무레포츠공원은 시민들이 각종 레포츠와 가족나들이를 즐기는 장소이자 자연생태학습장의 기능도 함께 하는 곳이며, 팔공산순환 대구시티투어 코스 중 한 곳이기도 하다.지식백과",대구동구,봉무공원,053-662-2624,대구광역시 동구 팔공로50길 66지번대구광역시 동구 봉무동 496-3,35.9218601,128.6498312
"키즈카페,실내놀이터",너티차일드는 디앤지컴퍼니가 다년간 차피패밀리파크를 운영한 풍부한 경험을 살려 새롭게 런칭한 브랜드입니다. 기존의 키즈카페와 차별화된 다양한 놀이시설과 고급 자재로 구성되어 프리미엄 키즈카페의 명성을 이어가고 있습니다.,대구북구,너티차일드 대구점,053-355-0478,대구광역시 북구 호암로 51 대구삼성창조캠퍼스 파크몰 B 2층지번대구광역시 북구 침산동 1757,35.8837481,128.5943121
"여행,명소 > 관람,체험",,대구북구,하중도유채꽃단지,,대구광역시 북구 노곡동,35.907633,128.5600718
"키즈카페,실내놀이터","*10월 13일까지 콩가루 놀이로 진행합니다*-네이버 예약후 이용 부탁드립니다.-예약시간 10분전 입장입니다.-당일취소,변경,환불 불가함을 꼭!확인해주세요.***break time*** 2시~2시50분",대구북구,헬로밀가루 대구점,053-356-0816,대구광역시 북구 성북로 43 2층지번대구광역시 북구 침산동 521-1,35.8917226,128.5883801
"여행,명소 > 도시,테마공원",,대구서구,상리공원,053-663-2856,대구광역시 서구 중리동 산163,35.8641912,128.5288164
"키즈카페,실내놀이터","카페공간, 셀프스튜디오공간 그리고 아기놀이공간이 잘 어울어진 복합공간입니다. 아이들이 즐겁게 즐길만한것들로 꽉채워진곳입니다. 키즈카페 가셔서 큰아이들한테 치이게 하지마시고 아이가 눈에 보이는곳에서 편안하게 앉으셔서 차 한잔의 여유를 가져보시는건 어떨까요? 주차는 무료입니다.",대구서구,에스뚜디오,053-565-0523,대구광역시 서구 국채보상로34길 12 중리롯데캐슬상가 3층 313호지번대구광역시 서구 중리동 26-3 중리롯데캐슬상가 3층 313호,35.8669632,128.5479776
"여행,명소 > 먹자거리",,대구서구,서부오미가미거리,,대구광역시 서구 비산동,35.8876551,128.546521
"키즈카페,실내놀이터","플레이봉봉은 돌쟁이 아기부터 9세까지 이용 가능한 시설이며 어머님들의 휴식처 입니다. 어른입장료 2000원에 이탈리아 최고급 커피인 이탈리코 커피가 선택음료 중 하나로 서비스 나갑니다. 성장판을 자극하여 성장기 어린이에게 키가 크는 장점과 비만 다이어트 기초체력 향상에 효과적인 트램폴린을 갖추고 있습니다. 뿐만 아니라 블럭과 자동차 악기 미끄럼틀 등의 놀이시설을 갖추고 있습니다. 늘 청결에 신경 쓰겠습니다. 감사합니다.9세 이하, 130cm 어린이 이용 가능합니다.",대구서구,플레이봉봉,053-525-8880,대구광역시 서구 국채보상로 316 롯데캐슬 상가 201동 201호지번대구광역시 서구 평리동 1677,35.871858,128.5669216
"여행,명소 > 테마공원","면적 12만 8,700m2. 도심 속에 숲이 우거진 시민의 휴식처로서, 삼한시대에 부족국가를 이루었던 달구벌(達句伐)의 성터라고 한다. 고려 중엽 이후 달성서씨(徐氏)가 대대로 살던 사유지였으나, 조선 세종(世宗) 때 서씨 일문이 헌납하여 국유로 귀속되었다. 1905년 공원으로 조성되었으며, 1967년 5월 대구시에서 새로운 종합공원 조성계획을 세워 현재의 대공원으로 만들었다. 공원은 토성(土城) 1,600m의 사적과 산책도로 ·잔디 ·광장 ·화단 등 현대식 시설을 갖추고 있다. 또 600평의 종합문화관을 비롯하여 동물원 ·관풍루(觀風樓) ·망향루(望鄕樓)가 있다. 그 밖에 동학의 교조 최제우(崔濟愚)의 동상, 의병장 허위(許蔿)의 공덕비, 달성서씨 유허비(遺墟碑), 어린이 헌장비, 이상화 시비(李尙火詩碑) 등과 어린이 놀이터가 있다.지식백과",대구중구,달성공원,053-803-7350,대구광역시 중구 달성공원로 35 달성공원지번대구광역시 중구 달성동 294-1,35.874004,128.5780991
지역명소 > 도보코스,,대구중구,김광석다시그리기길,,수성교 ↔ 송죽미용실|총거리 0.4km,35.8614927,128.6088609
"여행,명소 > 테마공원","면적 4만 3000㎡로, 1982년 도시계획상 동인공원으로 고시되었으며, 1997년 10월 10일 지금의 명칭으로 변경되었다. 지금의 명칭은 한말에 고종 황제로부터 천민에 이르기까지 담배를 끊고 금가락지를 모아 일본에 진 빚을 갚자며 벌인 국채보상운동의 정신을 기리고, IMF(국제통화기금)라는 외환위기를 맞아 신국채보상운동으로 이를 극복하자는 뜻을 담고 있다.대구광역시도시개발공사가 창사 10주년 기념사업으로 1998년 1월부터 170억 원(공사부담 88억 원, 시비 82억 원)의 공사비를 들여 옛 대구여자고등학교와 대구시경찰서 자리에 4만 3000㎡ 규모의 국채보상운동기념공원을 조성하였다. 1999년 12월 21일 준공식을 갖고 모든 시설물을 개방하였다. 255m 길이의 대왕참나무 오솔길과 소나무숲, 분수와 정자, 잔디광장, 향토 출신 시인들의 시비가 세워져 있는 시상의 오솔길, 선현들의 명언비로 꾸민 명언순례의 길 등이 갖추어져 있다. 가로 9m, 세로 6m 규모의 대형 전광판을 통해 각종 생활정보와 프로그램 중계 등을 볼 수 있다. 공원 곳곳에는 낙락장송 및 이팝나무·산벚나무 등 30종 1만 2300여 그루의 수목과 원추리·은방울꽃 등 5종 3만여 본의 꽃이 심어져 있다. 또한 무게 22.5t의 달구벌 대종이 있어 해마다 이곳에서 제야의 종 타종식을 거행한다. 대구시민의 도심 속 휴식공간으로 이용되며, 각종 전시회와 공연장으로도 활용되고 있다.지식백과",대구중구,국채보상운동기념공원,053-254-9401,대구광역시 중구 국채보상로 670 국채보상운동기념관지번대구광역시 중구 동인동2가 42,35.8688007,128.602126
"문화,예술 > 전시관",,대구중구,향촌문화관,053-661-2331,대구광역시 중구 중앙대로 449지번대구광역시 중구 향촌동 9-1,35.8733774,128.5941989
"여행,명소 > 자연,생태공원",,대전대덕구,금강로하스대청공원,042-608-5573,대전광역시 대덕구 대청로 607지번대전광역시 대덕구 미호동 57,36.4735996,127.4735685
"여행,명소 > 문화재","사적 제355호. 1991년 지정. 길이 약 1,650m. 성 내부의 면적 5만 2896㎡. 북벽 높이 10.5m, 서벽 높이 8m, 서남벽 높이 6.8m, 상부 너비 4.2m. 협축(夾築)의 내벽 높이 3.4m, 외벽 높이 7m, 상부 너비 3.7m. 대전의 진산(鎭山)인 계족산(424m)에서 북동쪽으로 약 1.5km 떨어진 지봉정상(420m)을 따라 태뫼식으로 축조되었다. 성체(城體)는 내탁(內托)공법에 의하여 자연 할석(割石)의 외면을 맞추어 편축(片築)을 주로 하였고 동쪽의 산록을 가로질러 협축된 곳도 있다. 문헌상으로는 이곳에서 백제부흥군과 신라의 김유신(金庾信)·품일(品日) 등이 싸웠다는 기록이 있다. 군사전략상 신라에서 웅진(熊津:公州)에 이르는 웅진도로를 효과적으로 차단하였던 백제부흥군의 주요거점의 하나로 삼국쟁패기의 중요한 유적으로 평가되고 있다. 성내에는 남문터(문폭 3.8m), 우물터(지름 1.9m), 장대(將臺)터와 건물터 등이 남아 있고 건물터에서 고려시대의 기와조각, 조선시대의 자기조각 등이 발견되고 있어, 고려·조선시대까지도 계속 중요시되었음을 알 수 있다.지식백과",대전대덕구,대전 계족산성,042-608-5571,대전광역시 동구 효평동 산85-1,36.3941306,127.4545086
"자연명소 > 휴양림,산림욕장",,대전대덕구,장동산림욕장,042-623-9909,대전광역시 대덕구 장동 59,36.4154593,127.4499874
"여행,명소 > 산,고개","높이는 429m로, 대전광역시 동쪽에 있으며, 산줄기가 닭발처럼 퍼져 나갔다 하여 계족산이라 부른다. 서쪽에는 성재산(390m)이 나란히 서 있다. 사방 원형의 산봉우리로 이루어져 있으며, 금병산, 우산봉, 갑하산으로 산줄기가 이어진다. 정상에 팔각정인 봉황정과 전망대가 세워져 있다. 능선을 따라 3km 거리의 계족산성이 축조되어 있는데, 백제와 신라의 격전지로 유명하며, 시에서 성곽을 복원하였다. 계족산성 외에 고분군, 절터, 가마터 등이 있고, 조선시대의 사찰인 비래암이 남아 있다. 대전 8경의 하나로 꼽히며 1995년 6월에 개장한 장동삼림욕장 등이 있어 많은 사람들이 찾는다. 가뭄이 심할 때 이 산이 울면 비가 온다고 해서 비수리 또는 백달산이라고도 한다.산행은 대전동부경찰서에서 출발하여 밀양박씨 묘를 지나 봉황정에 이르는 길과 읍내동 현대아파트에서 계족산성을 지나 정상에 이르는 길이 있다. 첫째 코스는 4.8㎞로, 2시간 40분 정도 소요되고, 둘째 코스는 7.6㎞로, 4시간 정도 소요된다. 또 회덕정수장 버스정류장에서 죽림정사를 지나 정상에 오르는 길이 있고 4.8㎞로, 2시간 40분 정도 걸린다.지식백과",대전대덕구,계족산,,대전광역시 대덕구 장동 산85,36.3942655,127.4538478
"여행,명소 > 근린공원",,대전동구,대동하늘공원,,대전광역시 동구 동대전로110번길 182지번대전광역시 동구 대동 1-641,36.3317033,127.4515714
"여행,명소 > 산,고개",,대전동구,식장산,042-274-1877,대전광역시 동구 대성동 식장산,36.2953647,127.4800673
"자연명소 > 휴양림,산림욕장","1990년 개장하였고, 구역면적은 185만㎡, 1일 수용인원은 2,000명이다. 대전광역시 만인산푸른학습원에서 관리한다.대전광역시와 금산군 경계 만인산 기슭에 있으며, 맑은 계곡과 활엽수가 울창한 산림을 이루고 있다. 만인산은 조선시대에는 산세가 수려하여 태조와 왕자의 태를 모셨고, 정상에 봉수대가 있어 삼남을 잇는 통신의 요충지였다. 휴양림은 자연능선을 이용하여 가족휴양지구, 청소년지구, 피크닉지구, 푸른학습지구 등으로 나누어 조성하였다. 1997년에 개장한 푸른학습원은 1일 수용인원 240명인 자연학습 시설로 학습관, 전시관, 천문대, 새와 짐승의 집, 학습농장, 모험시설, 야외무대, 전시림 등을 갖추었다. 휴양림에는 그밖에 숲속의 집, 삼림욕장, 야영장, 피크닉장, 산책로, 등산로, 연못, 어린이놀이터가 있다. 주변에 계룡산국립공원, 대청댐과 조헌, 영규의 임진왜란 격전지인 칠백의총 등의 관광지가 있다.지식백과",대전동구,만인산자연휴양림,042-280-5566,대전광역시 동구 하소동 산47,36.203247,127.4455542
"키즈카페,실내놀이터",유아부터 초등학생까지 즐길 수 있는 다양한 놀이시설을 통해 아이들은 즐거움을 만끽하고 부모들은 맛있는 음식과 함께 육아 스트레스를 해소할 수 있는 공간입니다.,대전서구,렛루즈어드벤쳐파크,042-527-1186,대전광역시 서구 갈마로 186지번대전광역시 서구 괴정동 136-1,36.3375992,127.3763803
"여행,명소 > 식물원,수목원","도심 속의 한밭수목원은 정부대전청사와 과학공원의 녹지축을 연계한 전국 최대의 도심 속 인공수목원으로 각종 식물종의 유전자 보존, 청소년들에게 자연체험학습의 장, 시민들에게는 도심속에서 푸르름을 만끽하며 휴식할 수 있는 공간을 제공하는데 목적이 있습니다. 총 조성면적 394천㎡은 3단계로 구분 년차별로 조성중이며, 1,2단계 224천㎡은 2004년 11월 15일 완공, 2005년 4월 28일 개원되어 많은 시민들이 이용하고 있으며, 제3단계(평송수련원 북측) 170천㎡은 목련원, 약용식물원, 암석원, 유실수원 등 19개의 테마별 園으로 조성되어 있습니다.이용시간 하절기(4월-9월) 06:00-21:00 동절기(10월-3월) 08:00-19:00",대전서구,한밭수목원,042-270-8452,대전광역시 서구 둔산대로 169지번대전광역시 서구 만년동 396,36.368147,127.3819873
"여행,명소 > 과학관","국립중앙과학관은 연간 150여만명의 관람객이 찾는 우리나라 대표 과학관입니다. 과학기술관, 자연사관, 인류관, 미래기술관, 천체관, 생물탐구관, 자기부상열차, 창의나래관 등의 전시관을 보유하고 있습니다. 메인 전시관인 과학기술관, 자연사관, 미래기술관과 생물탐구관은 무료이며, 천체관, 자기부상열차체험관, 창의나래관은 유료로 요금은 500원~2000원입니다.온라인에서는 e과학기술자료관, NARIS, 전국과학관 길라잡이 등을 서비스하고 있습니다.네이버지식백과",대전유성구,국립중앙과학관,042-601-7979,대전광역시 유성구 대덕대로 481 국립중앙과학관지번대전광역시 유성구 구성동 32-2,36.3755897,127.3766119
"여행,명소 > 테마공원",리모델링 공사로 인하여 임시휴관(2019. 9. 1.~2020. 1. 1.),대전유성구,솔로몬로파크,042-323-8800,대전광역시 유성구 엑스포로 219-39지번대전광역시 유성구 원촌동 224,36.3778114,127.3999078
"여행,명소 > 도시,테마공원",,대전유성구,유림공원,042-824-4581,대전광역시 유성구 봉명동 2-1,36.360382,127.3563781
